Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,13,255,0,0.015384615,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,13,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
3,63,0,0,13,400.3333333,0.030769231,0.046153846,0,0,Mar,4,1,3,1,Returning_Visitor,FALSE,FALSE
3,68,1,103,10,808.5,0,0.015384615,35.99261538,0,Mar,2,2,3,7,Returning_Visitor,TRUE,TRUE
0,0,0,0,3,234,0,0.033333333,0,0,Mar,1,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,1643.435516,0.005555556,0.032271242,2.188718519,0,Mar,2,4,3,2,Returning_Visitor,TRUE,TRUE
2,45.44444444,1,40.66666667,57,851.6426534,0,0.007923497,3.077836066,0,Mar,2,4,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,40,0,0.1,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,551,0.033333333,0.05,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
19,402.1857143,4,116,64,3179.354257,0.002531646,0.016289934,4.642,0,Mar,2,2,2,2,Returning_Visitor,FALSE,TRUE
7,156.5,1,122,26,694.7121212,0,0.00297619,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,223,0,0.028571429,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,41,0.05,0.1,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
1,22,0,0,52,1551.666667,0.001818182,0.019393939,7.882377258,0,Mar,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,211,0,0.044444444,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,635.3333333,0,0.009090909,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,262.25,3,298,49,2302.021242,0.000308642,0.026591844,43.3616369,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
15,937.1746032,3,357,109,6682.677557,0.000833333,0.005345441,2.526616865,0,Mar,1,2,3,2,Returning_Visitor,FALSE,FALSE
2,32.5,0,0,19,423.8166667,0.005952381,0.039104938,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,12,645.9166667,0,0.05,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
3,281,0,0,6,145,0,0.025,0,0,Mar,3,2,8,8,New_Visitor,FALSE,FALSE
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0,Mar,2,4,3,8,New_Visitor,FALSE,FALSE
3,421,0,0,4,110.5,0,0.011111111,0,0,Mar,3,2,8,2,New_Visitor,TRUE,FALSE
0,0,0,0,3,58,0,0.066666667,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,182,0.028571429,0.071428571,0,0,Mar,3,2,1,13,Returning_Visitor,TRUE,FALSE
7,201.5,0,0,17,750.1666667,0,0.005555556,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE
7,146.25,0,0,42,1030.266667,0,0.008695652,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
2,14,0,0,31,754.5,0,0.00625,0,0,Mar,2,2,1,8,Returning_Visitor,TRUE,FALSE
3,64.5,0,0,35,1334.551371,0,0.007309582,0,0,Mar,3,2,4,2,Returning_Visitor,TRUE,FALSE
1,0,0,0,1,28,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,152.5,5,243.5,43,3065.945238,0,0.011666667,3.31108,0,Mar,1,2,1,1,Returning_Visitor,TRUE,TRUE
4,162,3,75.5,4,158.5,0,0.016666667,0,0,Mar,2,4,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,281.547619,0.003846154,0.017307692,0,0,Mar,1,1,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,196.5,0,0.025,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
4,1521,2,64,30,2284.687302,0.019354839,0.042741935,2.304322581,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,4,32.5,7,67,0,0.022222222,0,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE
11,267.1666667,0,0,39,881.4416667,0.004166667,0.011458333,20.11751289,0,Mar,2,2,3,1,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,42,1185.666667,0,0.004761905,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,16,0,0,11,207,0,0.015384615,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
4,159,0,0,3,64.75,0,0.014285714,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
11,247.3333333,2,369,90,7221,0.001030928,0.003917526,13.46406308,0,Mar,2,2,3,8,Returning_Visitor,FALSE,TRUE
1,16,0,0,27,1240.916667,0,0.009259259,28.39335492,0,Mar,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,189.5,0,0.036666667,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
3,308,0,0,54,1306.151974,0.003508772,0.012962963,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,372.8333333,0,0.0125,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
4,76,0,0,28,866,0,0.02183908,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
6,160.0952381,3,94.5,47,1682.870247,0.001333333,0.007891429,5.698642857,0,Mar,3,2,6,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,34,1524.058333,0.019393939,0.025282904,11.77367361,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1129,0.00952381,0.038095238,0,0,Mar,2,5,5,1,Returning_Visitor,FALSE,FALSE
7,196,3,138.5,11,227.5,0,0.006666667,0,0,Mar,3,2,5,8,New_Visitor,TRUE,FALSE
0,0,0,0,19,606.8333333,0.031578947,0.048245614,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,5,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
1,0,0,0,3,321.5,0.05,0.1,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,272.5,0,0.033333333,0,0,Mar,1,1,6,2,New_Visitor,TRUE,FALSE
3,23,0,0,6,83,0,0.014285714,0,0,Mar,2,2,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,50.5,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
2,12,0,0,43,2595.280952,0.009090909,0.025378788,0,0,Mar,2,4,7,1,Returning_Visitor,FALSE,FALSE
1,5.5,0,0,7,286,0.025,0.05,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,437.1875,0.011111111,0.006878307,0,0,Mar,1,1,7,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,212,0.026666667,0.03968254,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
7,606,1,33,26,631.4583333,0,0.007142857,0,0,Mar,1,1,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,228,0,0.028571429,0,0,Mar,4,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,945.0108696,0.006334842,0.023889556,0,0,Mar,3,2,3,10,Returning_Visitor,FALSE,FALSE
2,18.33333333,0,0,36,1387.606061,0.005263158,0.025438596,0,0,Mar,2,2,8,1,Returning_Visitor,TRUE,FALSE
3,18,0,0,14,411.5,0,0.023529412,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
3,180,0,0,12,1436.5,0,0.013333333,27.75904925,0,Mar,2,2,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,26,1377.769697,0,0.008,92.4822063,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
1,7,7,141,25,1644,0.002150538,0.018817204,0,0,Mar,2,4,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,279,0,0.04,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
2,136.6666667,1,9.5,20,1572.571429,0,0.015873016,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
2,94,0,0,5,97,0,0.033333333,0,0,Mar,3,3,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,296,0,0.04,0,0,Mar,2,5,2,3,Returning_Visitor,FALSE,FALSE
2,117,0,0,13,309.9333333,0,0.013333333,0,0,Mar,2,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
2,14,0,0,8,57,0,0.057142857,0,0,Mar,1,2,4,8,New_Visitor,FALSE,FALSE
0,0,0,0,1,1,0,0.1,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
10,1559.75,1,7,41,1663.761905,0.004347826,0.015942029,13.63463318,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,25,1512.52381,0,0.024,0,0,Mar,2,2,3,11,Returning_Visitor,FALSE,FALSE
7,81.25,0,0,37,1500.422543,0.014634146,0.015338753,39.03580426,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
1,19,0,0,22,525.2666667,0,0.007709751,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
11,377.8333333,0,0,40,1337.842794,0.008695652,0.022304507,0,0,Mar,3,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,255,0,0.008333333,0,0,Mar,1,2,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,449.6,0,0.015384615,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
9,546,0,0,28,1561.083333,0.01,0.03,3.810575284,0,Mar,2,2,7,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,39,2808.666667,0,0.01025641,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
3,79,0,0,38,1272.916667,0.004878049,0.020139373,9.401136585,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE
2,12,0,0,8,60,0,0.02,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE
3,79.75,0,0,3,73.5,0.04,0.077777778,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
2,60,0,0,20,717.6166667,0,0.004761905,60.19477937,0,Mar,2,5,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,28,1202,0,0.014285714,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,538,0,0.075,0,0,Mar,1,1,4,3,Returning_Visitor,TRUE,FALSE
5,184.3333333,1,108,10,558.8,0,0.014285714,0,0,Mar,3,2,7,8,New_Visitor,FALSE,FALSE
0,0,0,0,2,30,0,0.1,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
1,4,0,0,0,0,0,0.066666667,0,0,Mar,4,1,8,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,63,2777.616667,0,0.014086022,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,32,0,0.1,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,84,0.04,0.06,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
2,78,0,0,24,424,0,0.001190476,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
1,146,0,0,11,267.8333333,0.018181818,0.036363636,0,0,Mar,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,27,807.8333333,0.022222222,0.041975309,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
3,35,0,0,16,314,0,0.052631579,0,0,Mar,2,5,7,2,Returning_Visitor,FALSE,FALSE
0,0,6,270.3333333,11,160.5,0,0.004761905,0,0,Mar,2,4,1,8,New_Visitor,FALSE,FALSE
0,0,0,0,7,169,0,0.057142857,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,86,0,0.1,0,0,Mar,2,4,3,1,Returning_Visitor,TRUE,FALSE
4,352,0,0,17,229.3333333,0.011111111,0.031481481,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,581.4166667,0,0.007142857,0,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE
4,136,0,0,31,1141.833333,0,0.006060606,10.63449802,0,Mar,1,1,1,1,Returning_Visitor,FALSE,TRUE
7,213.3916667,0,0,32,1350.391667,0,0.017877551,0,0,Mar,2,2,1,8,Returning_Visitor,TRUE,FALSE
5,84.25,0,0,19,409.75,0,0.01038961,0,0,Mar,3,2,2,3,New_Visitor,FALSE,FALSE
0,0,0,0,2,171,0,0.1,0,0,Mar,3,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,547.3333333,0,0.033333333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,70.66666667,0.025,0.05,0,0,Mar,2,2,9,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,164.3333333,0.06,0.06,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
7,63.5,5,100.25,62,1573.233333,0,0.004594595,0,0,Mar,2,2,6,3,Returning_Visitor,TRUE,FALSE
2,98.25,0,0,10,303.25,0,0.011111111,0,0,Mar,3,2,2,2,New_Visitor,TRUE,FALSE
0,0,0,0,4,44,0.05,0.1,0,0,Mar,2,2,9,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,49,0,0.1,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
4,179.6071429,2,5.5,34,1045.102381,0,0.007603276,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,62.5,1,64,56,1246.919048,0.003333333,0.005367521,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
4,99.5,0,0,16,315.1666667,0,0.016666667,12.53314286,0,Mar,1,1,6,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,201,0,0.0625,0,0,Mar,2,4,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
7,156.7166667,0,0,52,2335.064286,0.007142857,0.010563841,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,18,0.1,0.15,0,0,Mar,2,5,3,10,Returning_Visitor,FALSE,FALSE
3,43,0,0,11,610,0,0.015384615,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,580.2,0,0.012121212,17.12545455,0,Mar,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,167,0,0.05,0,0,Mar,2,5,1,3,Returning_Visitor,FALSE,FALSE
2,160,0,0,17,1306.666667,0.010526316,0.014035088,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE,FALSE
2,220.3333333,1,70.5,75,3537.991667,0.011714286,0.027362361,5.770959977,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,903,0,0.066666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,44,0,0.05,0,0,Mar,2,4,1,3,Returning_Visitor,FALSE,FALSE
5,243.6666667,1,415,20,1267.233333,0,0.01,91.98,0,Mar,1,1,3,1,Returning_Visitor,FALSE,TRUE
1,6,0,0,15,500,0.026666667,0.073333333,19.996,0,Mar,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,226.9545455,0,0,57,4895.022989,0.003333333,0.023321256,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
6,60,1,30,51,1403.841919,0.003636364,0.009090909,20.2453697,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
3,61,0,0,79,2819.966667,0.006097561,0.024390244,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
4,47,0,0,29,5198.533333,0,0.019892473,0,0,May,2,4,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1492.166667,0.023809524,0.055555556,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,7,0,0.1,0,0.8,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,7.5,0,0,19,216.1666667,0.038095238,0.058730159,0,0.6,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,117,0.083333333,0.088888889,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
10,295.6940559,0,0,29,785.474359,0,0.001481481,34.99166667,0,May,2,2,5,4,Returning_Visitor,TRUE,TRUE
0,0,2,236,66,1483.55,0,0.006153846,143.2115385,0,May,2,4,3,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,17,248.9,0,0.02745098,0,0.8,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,44,1151.116667,0,0.017829457,7.529302326,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,1443.25,0.063636364,0.109090909,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,59,0,0.1,0,0,May,1,2,1,6,Returning_Visitor,FALSE,FALSE
8,123,0,0,8,95,0.009090909,0.027272727,0,0.4,May,1,1,5,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,109,0.08,0.1,0,0,May,3,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,216,0.066666667,0.077777778,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,2215.866667,0.001041667,0.019583333,0,0,May,4,1,1,4,Returning_Visitor,FALSE,FALSE
8,462,1,57,63,1621.152083,0.007692308,0.023447941,0,0,May,3,2,5,1,Returning_Visitor,FALSE,FALSE
3,9,0,0,22,169.5,0.009090909,0.031818182,0,0,May,2,4,4,3,Returning_Visitor,FALSE,FALSE
10,513.5535714,9,186,105,8704.372405,0.026260504,0.050212934,2.579064935,0,May,3,2,2,11,Returning_Visitor,TRUE,FALSE
1,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,202,0.033333333,0.05,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,40,0,0.1,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
7,146,2,37,28,2054.114286,0,0.011877551,5.789028571,0,May,1,1,9,3,Returning_Visitor,FALSE,FALSE
2,20,0,0,21,2008.833333,0,0.022857143,0,0.6,May,4,1,1,2,Returning_Visitor,FALSE,FALSE
5,626,1,66,77,2660.15,0,0.008227848,41.92518987,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,554.5,0,0.018181818,49.62545455,0,May,2,4,5,2,New_Visitor,FALSE,TRUE
8,131.3333333,1,4,95,2107.583333,0,0.004166667,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,28,0.12,0.16,0,0.4,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
6,62.5,0,0,60,3222.75873,0.014367816,0.016601512,0,0.6,May,3,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,534.9166667,0,0.02125,0,0,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,65.66666667,0.066666667,0.1,0,0,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,3,New_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0.2,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1501,0.093333333,0.126666667,0,0,May,3,2,4,4,Returning_Visitor,FALSE,FALSE
